山西移动,#genre#
CCTV-9 HD,http://wuyanjiang.cn:8012/udp/239.3.1.62:8112
CCTV-10 HD,http://wuyanjiang.cn:8012/udp/239.3.1.63:8116
CCTV-11 HD,http://wuyanjiang.cn:8012/udp/239.3.1.152:8120
CCTV-12 HD,http://wuyanjiang.cn:8012/udp/239.3.1.64:8124
CCTV-13 HD,http://wuyanjiang.cn:8012/udp/239.3.1.124:8128
CCTV-14 HD,http://wuyanjiang.cn:8012/udp/239.3.1.65:8132
CCTV-15 HD,http://wuyanjiang.cn:8012/udp/239.3.1.153:8136
CCTV-16 奥林匹克[HDR],http://wuyanjiang.cn:8012/udp/239.3.1.183:8001
CCTV-16 奥林匹克HD,http://wuyanjiang.cn:8012/udp/239.3.1.184:8001
CCTV-17 HD,http://wuyanjiang.cn:8012/udp/239.3.1.151:8144
BRTV北京卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.241:8000
BRTV新闻HD,http://wuyanjiang.cn:8012/udp/239.3.1.159:8000
BRTV影视HD,http://wuyanjiang.cn:8012/udp/239.3.1.158:8000
BRTV文艺HD,http://wuyanjiang.cn:8012/udp/239.3.1.242:8000
BRTV财经HD,http://wuyanjiang.cn:8012/udp/239.3.1.116:8000
BRTV生活HD,http://wuyanjiang.cn:8012/udp/239.3.1.117:8000
BRTV青年HD,http://123.120.6.151:4022/# rtp/239.3.1.118:8000
BRTV纪实科教HD,http://wuyanjiang.cn:8012/udp/239.3.1.115:8000
BRTV卡酷少儿HD,http://wuyanjiang.cn:8012/udp/239.3.1.189:8000
BRTV冬奥纪实HD,http://123.120.6.151:4022/# rtp/239.3.1.243:8000
BRTV冬奥纪实[HDR],http://123.120.6.151:4022/# rtp/239.3.1.120:8000
BRTV冬奥纪实[超清],http://123.120.6.151:4022/# rtp/239.3.1.121:8000
BRTV体育休闲[超清],http://wuyanjiang.cn:8012/udp/239.3.1.243:8000
BTV国际频道,http://wuyanjiang.cn:8012/udp/239.3.1.235:8000
爱上4K[超清],http://wuyanjiang.cn:8012/udp/239.3.1.236:2000
4K超清[超清],http://wuyanjiang.cn:8012/udp/239.3.1.249:8001
淘电影HD,http://wuyanjiang.cn:8012/udp/239.3.1.250:8001
每日影院HD,http://123.120.6.151:4022/# rtp/239.3.1.111:8001
星影,http://wuyanjiang.cn:8012/udp/239.3.1.94:4120
动作影院,http://wuyanjiang.cn:8012/udp/239.3.1.92:4120
光影,http://wuyanjiang.cn:8012/udp/239.3.1.84:4120
喜剧影院,http://wuyanjiang.cn:8012/udp/239.3.1.91:4120
家庭影院,http://wuyanjiang.cn:8012/udp/239.3.1.93:4120
精选,http://wuyanjiang.cn:8012/udp/239.3.1.74:4120
经典电影,http://wuyanjiang.cn:8012/udp/239.3.1.195:9024
纪实人文HD,http://wuyanjiang.cn:8012/udp/239.3.1.212:8060
金鹰纪实HD,http://wuyanjiang.cn:8012/udp/239.3.1.58:8156
风尚生活HD,http://123.120.6.151:4022/# rtp/239.3.1.114:8001
地理,http://wuyanjiang.cn:8012/udp/239.3.1.71:4120
淘剧场HD,http://wuyanjiang.cn:8012/udp/239.3.1.95:8001
幸福剧场HD,http://123.120.6.151:4022/# rtp/239.3.1.112:8001
淘娱乐HD,http://wuyanjiang.cn:8012/udp/239.3.1.100:8001
幸福娱乐HD,http://123.120.6.151:4022/# rtp/239.3.1.113:8001
淘BabyHD,http://wuyanjiang.cn:8012/udp/239.3.1.238:8001
萌宠TVHD,http://wuyanjiang.cn:8012/udp/239.3.1.102:8001
湖南卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.132:8012
东方卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.136:8032
浙江卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.137:8036
江苏卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.135:8028
深圳卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.134:8020
广东卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.142:8048
安徽卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.211:8064
天津卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.141:1234
重庆卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.122:8160
山东卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.209:8052
黑龙江卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.133:8016
河北卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.148:8072
辽宁卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.210:8056
湖北卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.138:8044
吉林卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.240:8172
贵州卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.149:8076
东南卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.156:8148
江西卫视HD,http://wuyanjiang.cn:8012/udp/239.3.1.123:8164
海南卫视,http://wuyanjiang.cn:8012/udp/239.3.1.45:8304
云南卫视,http://wuyanjiang.cn:8012/udp/239.3.1.26:8108
兵团卫视,http://wuyanjiang.cn:8012/udp/239.3.1.144:4120
厦门卫视,http://wuyanjiang.cn:8012/udp/239.3.1.143:4120
四川卫视,http://wuyanjiang.cn:8012/udp/239.3.1.29:8288
南方卫视,http://wuyanjiang.cn:8012/udp/239.3.1.161:8001
宁夏卫视,http://wuyanjiang.cn:8012/udp/239.3.1.46:8124
山西卫视,http://wuyanjiang.cn:8012/udp/239.3.1.42:8172
广西卫视,http://wuyanjiang.cn:8012/udp/239.3.1.39:8300
新疆卫视,http://wuyanjiang.cn:8012/udp/239.3.1.48:8160
河南卫视,http://wuyanjiang.cn:8012/udp/239.3.1.27:8128
甘肃卫视,http://wuyanjiang.cn:8012/udp/239.3.1.49:8188
西藏卫视,http://wuyanjiang.cn:8012/udp/239.3.1.47:8164
三沙卫视,http://wuyanjiang.cn:8012/udp/239.3.1.155:4120
陕西卫视,http://wuyanjiang.cn:8012/udp/239.3.1.41:8140
青海卫视,http://wuyanjiang.cn:8012/udp/239.3.1.44:8184
内蒙古卫视,http://wuyanjiang.cn:8012/udp/239.3.1.43:8176
中国交通HD,http://wuyanjiang.cn:8012/udp/239.3.1.188:8001
朝阳融媒HD,http://wuyanjiang.cn:8012/udp/239.3.1.163:8001
通州融媒HD,http://wuyanjiang.cn:8012/udp/239.3.1.221:8001
密云电视台HD,http://wuyanjiang.cn:8012/udp/239.3.1.154:8001
延庆电视台,http://wuyanjiang.cn:8012/udp/239.3.1.187:8001
房山电视台,http://wuyanjiang.cn:8012/udp/239.3.1.96:8001
CCTV-4 中文国际 欧洲HD,http://wuyanjiang.cn:8012/udp/239.3.1.213:4220
CCTV-4 中文国际 美洲HD,http://wuyanjiang.cn:8012/udp/239.3.1.214:4220
CGTN 新闻HD,http://wuyanjiang.cn:8012/udp/239.3.1.215:4220
CGTN 记录HD,http://wuyanjiang.cn:8012/udp/239.3.1.216:4220
CGTN 西班牙语HD,http://wuyanjiang.cn:8012/udp/239.3.1.217:4220
CGTN 法语HD,http://wuyanjiang.cn:8012/udp/239.3.1.218:4220
CGTN 阿拉伯语HD,http://wuyanjiang.cn:8012/udp/239.3.1.219:4220
CGTN 俄语HD,http://wuyanjiang.cn:8012/udp/239.3.1.220:4220
睛彩竞技HD,http://wuyanjiang.cn:8012/udp/239.3.1.125:8001
睛彩篮球HD,http://wuyanjiang.cn:8012/udp/239.3.1.126:8001
睛彩羽毛球HD,http://wuyanjiang.cn:8012/udp/239.3.1.127:8001
睛彩广场舞HD,http://wuyanjiang.cn:8012/udp/239.3.1.128:8001
茶频道HD,http://wuyanjiang.cn:8012/udp/239.3.1.165:8001
体育赛事HD,http://wuyanjiang.cn:8012/udp/239.3.1.157:8176
淘精彩HD,http://wuyanjiang.cn:8012/udp/239.3.1.178:8001
快乐垂钓HD,http://wuyanjiang.cn:8012/udp/239.3.1.164:8001
大健康HD,http://wuyanjiang.cn:8012/udp/239.3.1.251:8001
CETV1HD,http://wuyanjiang.cn:8012/udp/239.3.1.57:8152
CETV2,http://wuyanjiang.cn:8012/udp/239.3.1.54:4120
CETV3,http://wuyanjiang.cn:8012/udp/239.3.1.55:4120
CETV4,http://wuyanjiang.cn:8012/udp/239.3.1.56:4120
少儿动画,http://wuyanjiang.cn:8012/udp/239.3.1.199:9000
热播剧场,http://wuyanjiang.cn:8012/udp/239.3.1.194:9020
解密,http://wuyanjiang.cn:8012/udp/239.3.1.75:4120
军事,http://wuyanjiang.cn:8012/udp/239.3.1.76:4120
军旅剧场,http://wuyanjiang.cn:8012/udp/239.3.1.68:4120
动画,http://wuyanjiang.cn:8012/udp/239.3.1.80:4120
古装剧场,http://wuyanjiang.cn:8012/udp/239.3.1.69:4120
台球,http://wuyanjiang.cn:8012/udp/239.3.1.85:4120
嘉佳卡通,http://wuyanjiang.cn:8012/udp/239.3.1.147:9268
国学,http://wuyanjiang.cn:8012/udp/239.3.1.77:4120
城市剧场,http://wuyanjiang.cn:8012/udp/239.3.1.67:4120
墨宝,http://wuyanjiang.cn:8012/udp/239.3.1.83:4120
好学生,http://wuyanjiang.cn:8012/udp/239.3.1.81:4120
山东教育,http://wuyanjiang.cn:8012/udp/239.3.1.52:4120
戏曲,http://wuyanjiang.cn:8012/udp/239.3.1.78:4120
收视指南,http://wuyanjiang.cn:8012/udp/239.3.1.193:8012
早教,http://wuyanjiang.cn:8012/udp/239.3.1.79:4120
武侠剧场,http://wuyanjiang.cn:8012/udp/239.3.1.90:4120
武术,http://wuyanjiang.cn:8012/udp/239.3.1.87:4120
爱生活,http://wuyanjiang.cn:8012/udp/239.3.1.86:4120
美人,http://wuyanjiang.cn:8012/udp/239.3.1.73:4120
美妆,http://wuyanjiang.cn:8012/udp/239.3.1.72:4120
财富天下,http://wuyanjiang.cn:8012/udp/239.3.1.53:9136
足球,http://wuyanjiang.cn:8012/udp/239.3.1.89:4120
金鹰卡通,http://wuyanjiang.cn:8012/udp/239.3.1.51:9252
鉴赏,http://wuyanjiang.cn:8012/udp/239.3.1.82:4120
音乐现场,http://wuyanjiang.cn:8012/udp/239.3.1.70:4120
高网,http://wuyanjiang.cn:8012/udp/239.3.1.88:4120
魅力时尚,http://wuyanjiang.cn:8012/udp/239.3.1.196:9012


咪咕,#genre#
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17
CCTV1,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv1
CCTV2,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv2
CCTV3,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv3
CCTV4,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv4
CCTV5,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv5
CCTV5+,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv5p
CCTV6,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv6
CCTV7,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv7
CCTV8,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv8
CCTV9,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv9
CCTV10,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv10
CCTV11,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv11
CCTV12,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv12
CCTV13,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv13
CCTV14,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv14
CCTV15,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv15
CCTV17,http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv17


哈尔滨联通,#genre#
CCTV1,http://bxny.667789.cn:88/hls/1/index.m3u8
CCTV2,http://bxny.667789.cn:88/hls/2/index.m3u8
CCTV3,http://bxny.667789.cn:88/hls/3/index.m3u8
CCTV4,http://bxny.667789.cn:88/hls/4/index.m3u8
CCTV5,http://bxny.667789.cn:88/hls/5/index.m3u8
CCTV5+,http://bxny.667789.cn:88/hls/16/index.m3u8
CCTV6,http://bxny.667789.cn:88/hls/6/index.m3u8
CCTV7,http://bxny.667789.cn:88/hls/7/index.m3u8
CCTV8,http://bxny.667789.cn:88/hls/8/index.m3u8
CCTV9,http://bxny.667789.cn:88/hls/9/index.m3u8
CCTV10,http://bxny.667789.cn:88/hls/10/index.m3u8
CCTV11,http://bxny.667789.cn:88/hls/11/index.m3u8
CCTV12,http://bxny.667789.cn:88/hls/12/index.m3u8
CCTV13,http://bxny.667789.cn:88/hls/13/index.m3u8
CCTV14,http://bxny.667789.cn:88/hls/14/index.m3u8
CCTV15,http://bxny.667789.cn:88/hls/15/index.m3u8
CCTV16,http://bxny.667789.cn:88/hls/100/index.m3u8
CCTV17,http://bxny.667789.cn:88/hls/17/index.m3u8
CETV1,http://bxny.667789.cn:88/hls/94/index.m3u8
CETV2,http://bxny.667789.cn:88/hls/95/index.m3u8
CETV4,http://bxny.667789.cn:88/hls/96/index.m3u8
黑龙江卫视,http://bxny.667789.cn:88/hls/18/index.m3u8
黑龙江都市,http://bxny.667789.cn:88/hls/19/index.m3u8
黑龙江新闻,http://bxny.667789.cn:88/hls/20/index.m3u8
黑龙江公共农业,http://bxny.667789.cn:88/hls/21/index.m3u8
黑龙江少儿,http://bxny.667789.cn:88/hls/22/index.m3u8
黑龙江文体,http://bxny.667789.cn:88/hls/23/index.m3u8
黑龙江影视,http://bxny.667789.cn:88/hls/24/index.m3u8
哈尔滨都市资讯,http://bxny.667789.cn:88/hls/472/index.m3u8
哈尔滨娱乐台,http://bxny.667789.cn:88/hls/122/index.m3u8
哈尔滨影视台,http://bxny.667789.cn:88/hls/124/index.m3u8
哈尔滨生活台,http://bxny.667789.cn:88/hls/109/index.m3u8
哈尔滨新闻综合,http://bxny.667789.cn:88/hls/25/index.m3u8
新闻综合,http://bxny.667789.cn:88/hls/63/index.m3u8
新闻综合1,http://bxny.667789.cn:88/hls/64/index.m3u8
新闻综合2,http://bxny.667789.cn:88/hls/65/index.m3u8
新闻综合3,http://bxny.667789.cn:88/hls/66/index.m3u8
经济法制,http://bxny.667789.cn:88/hls/126/index.m3u8
吉林卫视,http://bxny.667789.cn:88/hls/26/index.m3u8
延边卫视,http://bxny.667789.cn:88/hls/29/index.m3u8
辽宁卫视,http://bxny.667789.cn:88/hls/30/index.m3u8
北京卫视,http://bxny.667789.cn:88/hls/31/index.m3u8
东方卫视,http://bxny.667789.cn:88/hls/32/index.m3u8
湖南卫视,http://bxny.667789.cn:88/hls/33/index.m3u8
湖北卫视,http://bxny.667789.cn:88/hls/34/index.m3u8
河北卫视,http://bxny.667789.cn:88/hls/35/index.m3u8
安徽卫视,http://bxny.667789.cn:88/hls/36/index.m3u8
大湾区卫视,http://bxny.667789.cn:88/hls/37/index.m3u8
广东卫视,http://bxny.667789.cn:88/hls/38/index.m3u8
天津卫视,http://bxny.667789.cn:88/hls/39/index.m3u8
深圳卫视,http://bxny.667789.cn:88/hls/40/index.m3u8
江苏卫视,http://bxny.667789.cn:88/hls/41/index.m3u8
浙江卫视,http://bxny.667789.cn:88/hls/42/index.m3u8
山东卫视,http://bxny.667789.cn:88/hls/43/index.m3u8
四川卫视,http://bxny.667789.cn:88/hls/44/index.m3u8
江西卫视,http://bxny.667789.cn:88/hls/45/index.m3u8
贵州卫视,http://bxny.667789.cn:88/hls/46/index.m3u8
山西卫视,http://bxny.667789.cn:88/hls/47/index.m3u8
广西卫视,http://bxny.667789.cn:88/hls/48/index.m3u8
青海卫视,http://bxny.667789.cn:88/hls/49/index.m3u8
陕西卫视,http://bxny.667789.cn:88/hls/50/index.m3u8
河南卫视,http://bxny.667789.cn:88/hls/52/index.m3u8
重庆卫视,http://bxny.667789.cn:88/hls/53/index.m3u8
甘肃卫视,http://bxny.667789.cn:88/hls/54/index.m3u8
内蒙古卫视,http://bxny.667789.cn:88/hls/55/index.m3u8
新疆卫视,http://bxny.667789.cn:88/hls/56/index.m3u8
兵团卫视,http://bxny.667789.cn:88/hls/57/index.m3u8
西藏卫视,http://bxny.667789.cn:88/hls/58/index.m3u8
云南卫视,http://bxny.667789.cn:88/hls/59/index.m3u8
宁夏卫视,http://bxny.667789.cn:88/hls/60/index.m3u8
东南卫视,http://bxny.667789.cn:88/hls/61/index.m3u8
海南卫视,http://bxny.667789.cn:88/hls/62/index.m3u8
欢笑剧场4K,http://bxny.667789.cn:88/hls/27/index.m3u8
新动漫,http://bxny.667789.cn:88/hls/85/index.m3u8
金鹰卡通,http://bxny.667789.cn:88/hls/67/index.m3u8
BesTV动画,http://bxny.667789.cn:88/hls/68/index.m3u8
优漫卡通,http://bxny.667789.cn:88/hls/69/index.m3u8
嘉佳卡通,http://bxny.667789.cn:88/hls/70/index.m3u8
动漫秀场,http://bxny.667789.cn:88/hls/71/index.m3u8
炫动卡通,http://bxny.667789.cn:88/hls/72/index.m3u8
黑莓动画,http://bxny.667789.cn:88/hls/300/index.m3u8
都市剧场,http://bxny.667789.cn:88/hls/80/index.m3u8
法制天地,http://bxny.667789.cn:88/hls/81/index.m3u8
乐游频道,http://bxny.667789.cn:88/hls/114/index.m3u8
纪实人文,http://bxny.667789.cn:88/hls/83/index.m3u8
东方财经,http://bxny.667789.cn:88/hls/84/index.m3u8
GTV网络棋牌,http://bxny.667789.cn:88/hls/28/index.m3u8
天元围棋,http://bxny.667789.cn:88/hls/128/index.m3u8
四海钓鱼,http://bxny.667789.cn:88/hls/86/index.m3u8
快乐垂的,http://bxny.667789.cn:88/hls/87/index.m3u8
家庭理财,http://bxny.667789.cn:88/hls/88/index.m3u8
证券服务,http://bxny.667789.cn:88/hls/115/index.m3u8
财富天下,http://bxny.667789.cn:88/hls/99/index.m3u8
山东教育卫视,http://bxny.667789.cn:88/hls/120/index.m3u8
生活时尚,http://bxny.667789.cn:88/hls/91/index.m3u8
老故事,http://bxny.667789.cn:88/hls/93/index.m3u8
美术频道,http://bxny.667789.cn:88/hls/102/index.m3u8
先锋乒羽,http://bxny.667789.cn:88/hls/79/index.m3u8
魅力足球,http://bxny.667789.cn:88/hls/98/index.m3u8
风云足球,http://bxny.667789.cn:88/hls/156/index.m3u8
咪咕精彩体育,http://bxny.667789.cn:88/hls/304/index.m3u8
哒啵赛事,http://bxny.667789.cn:88/hls/301/index.m3u8
金色学堂,http://bxny.667789.cn:88/hls/82/index.m3u8
中学生,http://bxny.667789.cn:88/hls/103/index.m3u8
中华特产,http://bxny.667789.cn:88/hls/107/index.m3u8
车迷频道,http://bxny.667789.cn:88/hls/108/index.m3u8
茶频道,http://bxny.667789.cn:88/hls/110/index.m3u8
早期教育,http://bxny.667789.cn:88/hls/157/index.m3u8
优优宝贝,http://bxny.667789.cn:88/hls/127/index.m3u8
摄影频道,http://bxny.667789.cn:88/hls/97/index.m3u8
央视台球,http://bxny.667789.cn:88/hls/158/index.m3u8
节目介绍,http://bxny.667789.cn:88/hls/117/index.m3u8
风云音乐,http://bxny.667789.cn:88/hls/113/index.m3u8
中国天气,http://bxny.667789.cn:88/hls/691/index.m3u8
文物宝库,http://bxny.667789.cn:88/hls/89/index.m3u8
生态环境,http://bxny.667789.cn:88/hls/112/index.m3u8
世界地理,http://bxny.667789.cn:88/hls/118/index.m3u8
电视指南,http://bxny.667789.cn:88/hls/163/index.m3u8
环球旅游,http://bxny.667789.cn:88/hls/101/index.m3u8
国学频道,http://bxny.667789.cn:88/hls/104/index.m3u8
央广文化精品,http://bxny.667789.cn:88/hls/161/index.m3u8
武术世界,http://bxny.667789.cn:88/hls/162/index.m3u8
梨园频道,http://bxny.667789.cn:88/hls/105/index.m3u8
齐齐哈尔公共2,http://bxny.667789.cn:88/hls/92/index.m3u8
全纪实,http://bxny.667789.cn:88/hls/90/index.m3u8
游戏风云,http://bxny.667789.cn:88/hls/106/index.m3u8
CGTN1,http://bxny.667789.cn:88/hls/73/index.m3u8
CGTN2,http://bxny.667789.cn:88/hls/74/index.m3u8
CGTN3,http://bxny.667789.cn:88/hls/75/index.m3u8
CGTN4,http://bxny.667789.cn:88/hls/76/index.m3u8
CGTN5,http://bxny.667789.cn:88/hls/77/index.m3u8
CGTN6,http://bxny.667789.cn:88/hls/78/index.m3u8
NEWTV精品动作电影,http://bxny.667789.cn:88/hls/130/index.m3u8
NewTV精品大剧,http://bxny.667789.cn:88/hls/133/index.m3u8
NewTV超级电影,http://bxny.667789.cn:88/hls/134/index.m3u8
NewTV超级体育,http://bxny.667789.cn:88/hls/135/index.m3u8
NewTV超级综艺,http://bxny.667789.cn:88/hls/136/index.m3u8
NewTV东北热剧,http://bxny.667789.cn:88/hls/137/index.m3u8
NewTV欢乐剧场,http://bxny.667789.cn:88/hls/138/index.m3u8
NewTV古装剧场,http://bxny.667789.cn:88/hls/139/index.m3u8
NewTV军旅剧场,http://bxny.667789.cn:88/hls/140/index.m3u8
NewTV精品纪录,http://bxny.667789.cn:88/hls/141/index.m3u8
NewTV家庭剧场,http://bxny.667789.cn:88/hls/142/index.m3u8
NewTV精品体育,http://bxny.667789.cn:88/hls/143/index.m3u8
NewTV爱情喜剧,http://bxny.667789.cn:88/hls/144/index.m3u8
NewTV惊悚悬疑,http://bxny.667789.cn:88/hls/145/index.m3u8
NewTV金牌综艺,http://bxny.667789.cn:88/hls/146/index.m3u8
NewTV军事评论,http://bxny.667789.cn:88/hls/147/index.m3u8
NewTV农业致富,http://bxny.667789.cn:88/hls/148/index.m3u8
NewTV怡伴健康,http://bxny.667789.cn:88/hls/149/index.m3u8
NewTV潮妈辣妹,http://bxny.667789.cn:88/hls/150/index.m3u8
NewTV武博世界,http://bxny.667789.cn:88/hls/151/index.m3u8
NewTV中国功夫,http://bxny.667789.cn:88/hls/152/index.m3u8
NewTV炫舞未来,http://bxny.667789.cn:88/hls/153/index.m3u8
电影1,http://bxny.667789.cn:88/hls/154/index.m3u8
电影2,http://bxny.667789.cn:88/hls/155/index.m3u8
黑莓电影,http://bxny.667789.cn:88/hls/119/index.m3u8
